Site,Bottle,datetime,Deployment,ID,EC_uScm,pH,Turbidity_ntu,TP_mgL,TDP_mgL,PO4P_mgL,TN_mgL,TDN_mgL,DON_mgL,NH4N_mgL,NO3N_mgL,DOC_mgL,TSS_mgL,VSS_mgL,ID2,datetime_DLS,Yr
PT,5,2017-09-12T00:17:00Z,7,CMP 712,7.18,8.34,55.4,0.753,0.605,0.505,2.81,2.53,0.58,0.03,1.92,9.7,51.9,8.1,712,2017-09-12T00:15:00Z,2017
PT,6,2017-09-12T01:17:00Z,7,CMP 713,7.36,8.37,52.3,0.634,0.474,0.416,2.35,2.19,0.61,0.01,1.57,9.1,47,8.1,713,2017-09-12T01:15:00Z,2017
PT,7,2017-09-12T02:17:00Z,7,CMP 714,7.44,8.3,38.7,0.579,0.47,0.438,2.28,2.08,0.64,0.01,1.43,8.9,31.4,6.3,714,2017-09-12T02:15:00Z,2017
PT,8,2017-09-12T03:17:00Z,7,CMP 715,7.48,8.3,36,0.661,0.542,0.475,2.28,2.22,0.61,0.02,1.59,8.8,28.5,5.9,715,2017-09-12T03:15:00Z,2017
PT,9,2017-09-12T04:17:00Z,7,CMP 716,7.4,8.3,42.7,0.642,0.504,0.432,2.29,2.13,0.61,0.01,1.51,9.1,41.1,5.9,716,2017-09-12T04:15:00Z,2017
PT,10,2017-09-12T05:17:00Z,7,CMP 717,7.07,8.14,72.3,0.831,0.632,0.591,2.69,2.55,0.69,0.01,1.86,9.6,69.7,9.4,717,2017-09-12T05:15:00Z,2017
PT,11,2017-09-12T06:17:00Z,7,CMP 718,6.93,8.39,75.5,0.769,0.618,0.567,2.55,2.44,0.65,0.01,1.78,10.6,71.7,10.8,718,2017-09-12T06:15:00Z,2017
PT,12,2017-09-11T07:17:00Z,7,CMP 719,6.86,8.22,56.9,0.855,0.66,0.647,2.46,2.36,0.71,0.01,1.64,11,55,8.3,719,2017-09-11T07:15:00Z,2017
PT,13,2017-09-11T08:17:00Z,7,CMP 720,6.79,8.3,55.7,0.753,0.649,0.597,2.27,2.18,0.59,0.01,1.57,10.8,45.1,8.3,720,2017-09-11T08:15:00Z,2017
PT,14,2017-09-11T09:17:00Z,7,CMP 721,6.76,8.22,53.8,0.64,0.525,0.468,2.18,2.1,0.64,0.01,1.45,11.2,43.8,8.3,721,2017-09-11T09:15:00Z,2017
PT,15,2017-09-11T10:17:00Z,7,CMP 722,6.71,8.29,39.9,0.604,0.523,0.459,2.05,1.99,0.6,0.01,1.38,11.4,32.7,5.8,722,2017-09-11T10:15:00Z,2017
PT,16,2017-09-11T11:17:00Z,7,CMP 723,6.74,8.11,41.6,0.726,0.564,0.524,2.2,2.07,0.63,0.02,1.43,11.1,34.8,6.5,723,2017-09-11T11:15:00Z,2017
PT,17,2017-09-11T12:17:00Z,7,CMP 724,6.97,8.21,58.9,0.757,0.679,0.665,2.41,2.24,0.59,0.01,1.63,10.6,43.7,9,724,2017-09-11T12:15:00Z,2017
PT,18,2017-09-11T13:17:00Z,7,CMP 725,6.85,8.39,50.7,0.796,0.734,0.702,2.88,2.73,0.65,0.01,2.07,9.9,43.9,6,725,2017-09-11T13:15:00Z,2017
PT,19,2017-09-11T14:17:00Z,7,CMP 726,6.99,8.37,45.3,0.796,0.733,0.69,2.95,2.7,0.65,0.02,2.03,9.7,41,6.4,726,2017-09-11T14:15:00Z,2017
PT,20,2017-09-11T15:17:00Z,7,CMP 727,6.72,8.22,43.2,0.625,0.554,0.499,2.56,2.44,0.71,0.01,1.72,9.9,39.8,6.1,727,2017-09-11T15:15:00Z,2017
PT,21,2017-09-11T16:17:00Z,7,CMP 728,7.09,8.06,39.7,0.674,0.562,0.481,2.6,2.5,0.68,0.01,1.82,10.3,32.9,5.9,728,2017-09-11T16:15:00Z,2017
PT,22,2017-09-11T17:17:00Z,7,CMP 729,6.98,8.29,39,0.796,0.728,0.677,2.76,2.61,0.72,0.01,1.88,9.7,35.4,6,729,2017-09-11T17:15:00Z,2017
PT,23,2017-09-11T18:17:00Z,7,CMP 730,6.64,8.24,45,0.726,0.603,0.518,2.66,2.55,0.67,0.02,1.86,10.3,41.5,6.7,730,2017-09-11T18:15:00Z,2017
PT,24,2017-09-11T19:17:00Z,7,CMP 731,6.62,8.31,52.3,0.733,0.618,0.539,2.44,2.33,0.65,0.01,1.66,10.9,47.5,7.8,731,2017-09-11T19:15:00Z,2017
PT,1,2017-09-18T18:18:00Z,8,CMP 804,7.5,8.16,129.8,0.997,0.503,0.389,2.37,2.06,0.72,0.02,1.33,11.6,121,17.3,804,2017-09-18T18:15:00Z,2017
PT,2,2017-09-18T19:18:00Z,8,CMP 805,7.44,8.13,126,1.07,0.585,0.462,2.91,2.56,0.62,0.02,1.92,10.5,108.4,11.1,805,2017-09-18T19:15:00Z,2017
PT,3,2017-09-18T20:18:00Z,8,CMP 806,7.59,8.01,101,0.911,0.52,0.418,2.71,2.36,0.6,0.01,1.75,9.6,89.4,10.4,806,2017-09-18T20:15:00Z,2017
PT,4,2017-09-18T21:18:00Z,8,CMP 807,7.79,8.02,89.1,0.714,0.443,0.376,2.4,2.02,0.58,0.01,1.44,9.3,81,9.8,807,2017-09-18T21:15:00Z,2017
PT,5,2017-09-18T22:18:00Z,8,CMP 808,7.82,8.09,62,0.628,0.419,0.352,2.28,2.05,0.64,0.02,1.39,9,61.6,7.5,808,2017-09-18T22:15:00Z,2017
PT,6,2017-09-18T23:18:00Z,8,CMP 809,7.73,8.07,49.3,0.585,0.465,0.352,2.34,2.17,0.64,0.02,1.51,9.3,45.4,6.5,809,2017-09-18T23:15:00Z,2017
PT,7,2017-09-19T00:18:00Z,8,CMP 810,7.53,8.09,72,0.726,0.541,0.454,2.61,2.46,0.68,0.01,1.78,9.7,68,10.9,810,2017-09-19T00:15:00Z,2017
PT,8,2017-09-19T01:18:00Z,8,CMP 811,7.46,8.04,84.4,0.812,0.56,0.432,2.53,2.37,0.74,0,1.62,10.6,80.1,10.9,811,2017-09-19T01:15:00Z,2017
PT,9,2017-09-19T02:18:00Z,8,CMP 812,7.38,8.06,70.7,0.791,0.627,0.588,2.32,2.18,0.86,0.01,1.31,11.3,66.4,9,812,2017-09-19T02:15:00Z,2017
PT,10,2017-09-19T03:18:00Z,8,CMP 813,7.32,8.1,55.2,0.788,0.621,0.597,2.2,2.07,0.84,0.01,1.22,11.8,52.9,7.3,813,2017-09-19T03:15:00Z,2017
PT,11,2017-09-19T04:18:00Z,8,CMP 814,7.35,8.14,50.5,0.733,0.513,0.382,2.29,2.16,0.97,0.01,1.19,11.9,48.3,7.7,814,2017-09-19T04:15:00Z,2017
PT,12,2017-09-19T05:18:00Z,8,CMP 815,7.44,8.18,60.7,0.763,0.524,0.407,2.5,2.38,0.87,0.01,1.5,10.8,41.1,9.1,815,2017-09-19T05:15:00Z,2017
PT,13,2017-09-19T06:18:00Z,8,CMP 816,7.49,8.08,66,0.745,0.545,0.436,2.64,2.51,0.75,0.02,1.74,10.2,58.4,10,816,2017-09-19T06:15:00Z,2017
PT,14,2017-09-18T07:18:00Z,8,CMP 817,7.63,8.01,78.4,0.751,0.489,0.352,2.58,2.34,0.7,0,1.64,9.8,77.6,11.6,817,2017-09-18T07:15:00Z,2017
PT,15,2017-09-18T08:18:00Z,8,CMP 818,7.82,7.96,105.6,0.819,0.438,0.374,2.66,2.12,0.68,0.03,1.41,9.2,95.8,17.2,818,2017-09-18T08:15:00Z,2017
PT,16,2017-09-18T09:18:00Z,8,CMP 819,7.96,8.02,68.3,0.616,0.396,0.272,2.41,2.05,0.71,0.02,1.32,8.7,67.7,10.3,819,2017-09-18T09:15:00Z,2017
PT,17,2017-09-18T10:18:00Z,8,CMP 820,8.01,8.04,49.4,0.628,0.372,0.284,2.41,1.93,0.65,0.02,1.26,8.6,44.9,6.4,820,2017-09-18T10:15:00Z,2017
PT,18,2017-09-18T11:18:00Z,8,CMP 821,7.87,7.97,68.9,0.757,0.425,0.315,2.37,2.11,0.64,0.03,1.44,9,66,10.9,821,2017-09-18T11:15:00Z,2017
PT,19,2017-09-18T12:18:00Z,8,CMP 822,7.65,7.96,95,0.978,0.498,0.442,2.85,2.27,0.67,0.01,1.59,9.6,93.2,14.3,822,2017-09-18T12:15:00Z,2017
PT,20,2017-09-18T13:18:00Z,8,CMP 823,7.51,7.96,100,0.868,0.538,0.425,2.5,2.3,0.75,0.01,1.54,10.9,92.9,15.6,823,2017-09-18T13:15:00Z,2017
PT,21,2017-09-18T14:18:00Z,8,CMP 824,7.38,7.98,78.1,0.88,0.504,0.456,2.54,2.35,1.01,0.01,1.33,11.7,75.9,12,824,2017-09-18T14:15:00Z,2017
PT,22,2017-09-18T15:18:00Z,8,CMP 825,7.3,8.06,77.1,0.868,0.513,0.438,2.26,2.14,0.91,0.03,1.19,11.8,70.5,13.6,825,2017-09-18T15:15:00Z,2017
PT,23,2017-09-18T16:18:00Z,8,CMP 826,7.22,8.18,90.7,0.923,0.498,0.475,2.08,1.97,0.91,0.01,1.05,12.1,90.7,14.1,826,2017-09-18T16:15:00Z,2017
PT,24,2017-09-18T17:18:00Z,8,CMP 827,7.15,8,56.8,0.729,0.49,0.456,2.27,2.02,1.01,0.01,1.01,12.8,47.5,10,827,2017-09-18T17:15:00Z,2017
HL,1,2017-06-13T23:15:00Z,1,CMP 49,2.16,8.36,73.9,1.209,0.946,0.865,5.74,5.21,1.66,0.03,3.52,15.8,58.1,8.1,49,2017-06-13T23:15:00Z,2017
HL,2,2017-06-14T00:15:00Z,1,CMP 50,2.09,8.27,76,1.053,0.787,0.703,5.5,4.23,1.4,0.05,2.78,14.7,55,8.7,50,2017-06-14T00:15:00Z,2017
HL,3,2017-06-14T01:15:00Z,1,CMP 51,2.07,8.34,68.6,0.952,0.665,0.581,4.78,3.77,1.6,0.05,2.11,15.5,64.4,10.2,51,2017-06-14T01:15:00Z,2017
HL,4,2017-06-14T02:15:00Z,1,CMP 52,2.02,8.33,63.4,0.832,0.598,0.551,3.89,3.66,1.74,0.06,1.86,14.3,58.3,9.8,52,2017-06-14T02:15:00Z,2017
HL,5,2017-06-14T03:15:00Z,1,CMP 53,2.06,8.27,50.6,0.823,0.616,0.565,4.22,3.13,1.12,0.05,1.96,14.3,46.2,8.5,53,2017-06-14T03:15:00Z,2017
HL,6,2017-06-14T04:15:00Z,1,CMP 54,2.09,8.3,47.5,0.878,0.665,0.607,4.49,3.72,1.46,0.05,2.21,14.8,41.3,7.1,54,2017-06-14T04:15:00Z,2017
HL,7,2017-06-14T05:15:00Z,1,CMP 55,2.1,8.33,44,0.933,0.751,0.7,4.36,4.07,1.3,0.06,2.71,14,35,5.6,55,2017-06-14T05:15:00Z,2017
HL,8,2017-06-14T06:15:00Z,1,CMP 56,2.14,8.37,43.5,1.071,0.842,0.782,5.11,4.76,1.53,0.06,3.17,14.3,38.7,5.1,56,2017-06-14T06:15:00Z,2017
HL,9,2017-06-13T07:15:00Z,1,CMP 57,2.15,8.42,44.4,1.098,0.867,0.809,5.48,5.3,1.96,0.05,3.29,17.4,40.4,6.3,57,2017-06-13T07:15:00Z,2017
HL,10,2017-06-13T08:15:00Z,1,CMP 58,2.12,8.33,51.2,1.043,0.775,0.738,4.99,4.48,1.44,0.06,2.97,13.9,48.1,8.1,58,2017-06-13T08:15:00Z,2017
HL,11,2017-06-13T09:15:00Z,1,CMP 59,2.18,8.37,47.7,0.933,0.745,0.66,4.72,4.48,1.88,0.05,2.55,14.3,30.3,6.1,59,2017-06-13T09:15:00Z,2017
HL,12,2017-06-13T10:15:00Z,1,CMP 60,2.1,8.37,47.5,0.887,0.677,0.629,4.99,3.44,1.04,0.06,2.34,14.9,38.8,7,60,2017-06-13T10:15:00Z,2017
HL,13,2017-06-13T11:15:00Z,1,CMP 61,2.05,8.34,49.1,0.832,0.616,0.579,4.66,3.58,1.49,0.06,2.04,14.5,44.3,6,61,2017-06-13T11:15:00Z,2017
HL,14,2017-06-13T12:15:00Z,1,CMP 62,2.01,8.33,49.3,0.823,0.61,0.531,3.95,3.09,1.19,0.07,1.83,13.7,43,7.7,62,2017-06-13T12:15:00Z,2017
HL,15,2017-06-13T13:15:00Z,1,CMP 63,2.01,8.33,48.7,0.859,0.598,0.534,3.98,2.85,0.96,0.06,1.83,13.3,46.3,8.2,63,2017-06-13T13:15:00Z,2017
HL,16,2017-06-13T14:15:00Z,1,CMP 64,2.05,8.24,48.3,0.823,0.61,0.579,3.98,3.66,1.56,0.07,2.04,13.6,40.8,7.4,64,2017-06-13T14:15:00Z,2017
HL,17,2017-06-13T15:15:00Z,1,CMP 65,2.08,8.34,42.1,0.869,0.689,0.63,4.77,3.56,1.17,0.06,2.33,13.5,40.9,7.5,65,2017-06-13T15:15:00Z,2017
HL,18,2017-06-13T16:15:00Z,1,CMP 66,2.11,8.31,46.2,0.942,0.763,0.681,5.02,4.36,1.65,0.06,2.66,14.4,42.2,7.6,66,2017-06-13T16:15:00Z,2017
HL,19,2017-06-13T17:15:00Z,1,CMP 67,2.23,8.18,46.6,1.053,0.83,0.769,4.71,4.36,1.51,0.01,2.84,14.8,43.3,9.2,67,2017-06-13T17:15:00Z,2017
HL,20,2017-06-13T18:15:00Z,1,CMP 68,2.4,8.26,54.7,0.961,0.726,0.684,3.77,3.31,1.57,0.04,1.71,14.9,49.5,9.1,68,2017-06-13T18:15:00Z,2017
HL,21,2017-06-13T19:15:00Z,1,CMP 69,2.49,8.27,43.2,0.915,0.702,0.652,3.44,3.2,1.87,0.04,1.29,15.5,44.3,7.8,69,2017-06-13T19:15:00Z,2017
HL,22,2017-06-13T20:15:00Z,1,CMP 70,2.52,8.34,43.9,0.924,0.696,0.643,3.31,3.15,1.99,0.03,1.12,15.4,43.6,7.9,70,2017-06-13T20:15:00Z,2017
HL,23,2017-06-13T21:15:00Z,1,CMP 71,2.52,8.23,36.8,0.896,0.708,0.641,3.83,2.82,1.74,0.03,1.05,15.6,32.7,5.9,71,2017-06-13T21:15:00Z,2017
HL,24,2017-06-13T22:15:00Z,1,CMP 72,2.42,8.21,37.8,0.896,0.683,0.643,3.09,2.86,1.37,0.05,1.44,15.6,36.6,6.8,72,2017-06-13T22:15:00Z,2017
HL,0,2017-06-14T16:40:00Z,1,CMP 226,2.15,8.2,40.5,1.077,0.864,0.742,3.47,3.76,0.68,0.1,2.98,15.3,37.6,7.1,226,2017-06-14T16:45:00Z,2017
HL,1,2017-06-28T15:56:00Z,2,CMP 200,2.16,8.02,106,0.992,0.553,0.461,2.45,2.22,0.73,0.02,1.47,16.1,90.8,15.6,200,2017-06-28T16:00:00Z,2017
HL,2,2017-06-28T16:56:00Z,2,CMP 201,2.2,8.15,123,1.172,0.667,0.577,2.9,2.71,0.7,0.02,1.98,14.8,108,16.8,201,2017-06-28T17:00:00Z,2017
HL,3,2017-06-28T17:56:00Z,2,CMP 202,2.36,8.06,91.2,1.134,0.693,0.585,2.81,2.54,0.78,0.02,1.75,17,79.9,14,202,2017-06-28T18:00:00Z,2017
HL,4,2017-06-28T18:56:00Z,2,CMP 203,2.54,8.15,86.5,1.058,0.68,0.523,2.78,2.51,0.98,0,1.52,20.3,78.8,15.6,203,2017-06-28T19:00:00Z,2017
HL,5,2017-06-28T19:56:00Z,2,CMP 204,2.6,8.12,575,2.805,0.712,0.582,2.56,2.34,1.15,0.01,1.18,22.9,484,52.3,204,2017-06-28T20:00:00Z,2017
HL,6,2017-06-28T20:56:00Z,2,CMP 205,2.64,8.22,88.1,1.096,0.705,0.583,2.15,2.07,0.91,0.01,1.14,19.9,81,13.5,205,2017-06-28T21:00:00Z,2017
HL,7,2017-06-28T21:56:00Z,2,CMP 206,2.59,8.21,61.1,0.954,0.705,0.593,2.09,1.97,0.99,0.01,0.97,19.8,54.5,9.7,206,2017-06-28T22:00:00Z,2017
HL,8,2017-06-28T22:56:00Z,2,CMP 207,2.47,8.22,76.6,1.001,0.699,0.596,2.38,2.21,0.83,0.01,1.37,18.3,68.6,10.4,207,2017-06-28T23:00:00Z,2017
HL,9,2017-06-28T23:56:00Z,2,CMP 208,2.26,8.21,109,1.22,0.743,0.605,3.16,3.09,0.89,0.03,2.17,15.7,100.6,15.4,208,2017-06-29T00:00:00Z,2017
HL,10,2017-06-29T00:56:00Z,2,CMP 209,2.27,8.22,142,1.367,0.807,0.684,3.46,3.29,0.79,0.02,2.48,16.5,114.5,15.7,209,2017-06-29T01:00:00Z,2017
HL,11,2017-06-29T01:56:00Z,2,CMP 210,2.22,8.23,144,1.177,0.636,0.551,2.77,2.62,0.71,0.03,1.88,14.5,116.1,15.3,210,2017-06-29T02:00:00Z,2017
HL,12,2017-06-29T02:56:00Z,2,CMP 211,2.25,8.19,115,1.153,0.598,0.511,2.56,2.49,0.73,0.04,1.73,14,96.2,13.6,211,2017-06-29T03:00:00Z,2017
HL,13,2017-06-29T03:56:00Z,2,CMP 212,2.22,8.23,101,0.868,0.585,0.501,2.53,2.41,0.63,0.04,1.74,13.6,80.2,12.4,212,2017-06-29T04:00:00Z,2017
HL,14,2017-06-29T04:56:00Z,2,CMP 213,2.18,8.21,95.5,0.897,0.598,0.521,2.72,2.47,0.67,0.04,1.75,14,75.3,11.6,213,2017-06-29T05:00:00Z,2017
HL,15,2017-06-29T05:56:00Z,2,CMP 214,2.2,8.2,100,1.039,0.655,0.574,2.89,2.79,0.7,0.05,2.05,14.6,88.3,11.4,214,2017-06-29T06:00:00Z,2017
HL,16,2017-06-29T06:56:00Z,2,CMP 215,2.27,8.28,101,1.087,0.718,0.624,3.02,2.86,0.77,0.05,2.05,14.9,95.1,16.6,215,2017-06-29T07:00:00Z,2017
HL,17,2017-06-28T07:56:00Z,2,CMP 216,2.34,8.26,98.5,1.106,0.782,0.665,3.26,3.05,0.9,0.06,2.08,15.8,84.9,13.2,216,2017-06-28T08:00:00Z,2017
HL,18,2017-06-28T08:56:00Z,2,CMP 217,2.39,8.24,74.8,1.077,0.762,0.654,3.07,2.82,0.89,0.04,1.89,16.4,66.5,11,217,2017-06-28T09:00:00Z,2017
HL,19,2017-06-28T09:56:00Z,2,CMP 218,2.37,8.22,65.8,1.058,0.756,0.665,2.99,2.8,0.76,0.06,1.98,16.5,55.8,9.8,218,2017-06-28T10:00:00Z,2017
HL,20,2017-06-28T10:56:00Z,2,CMP 219,2.27,8.23,93.5,1.068,0.743,0.649,3.01,2.93,0.75,0.06,2.12,15.5,72.7,12,219,2017-06-28T11:00:00Z,2017
HL,21,2017-06-28T11:56:00Z,2,CMP 220,2.25,8.24,101,1.011,0.699,0.604,3.06,2.83,0.82,0.06,1.95,14.5,93.5,11.6,220,2017-06-28T12:00:00Z,2017
HL,22,2017-06-28T12:56:00Z,2,CMP 221,2.2,8.25,102,1.001,0.648,0.56,2.96,2.62,0.68,0.06,1.88,14.7,97.1,8.1,221,2017-06-28T13:00:00Z,2017
HL,23,2017-06-28T13:56:00Z,2,CMP 222,2.2,8.2,99,1.144,0.617,0.528,2.67,2.57,0.75,0.05,1.77,13.8,81.9,11.8,222,2017-06-28T14:00:00Z,2017
HL,24,2017-06-28T14:56:00Z,2,CMP 223,2.22,8.21,99,0.935,0.61,0.54,2.62,2.48,0.69,0.05,1.74,13.4,75.9,10.3,223,2017-06-28T15:00:00Z,2017
HL,1,2017-07-18T20:15:00Z,3,CMP 276,2.76,8.3,53.3,0.919,0.797,0.764,3.84,3.05,0.92,0.01,2.12,14.5,51.5,8.8,276,2017-07-18T20:15:00Z,2017
HL,2,2017-07-18T21:15:00Z,3,CMP 277,2.74,8.39,59,0.878,0.742,0.687,4.05,2.74,0.86,0.02,1.87,13.7,54.7,8.6,277,2017-07-18T21:15:00Z,2017
HL,3,2017-07-18T22:15:00Z,3,CMP 278,2.84,8.37,46.9,0.951,0.81,0.747,3.5,2.72,0.95,0.01,1.76,15.3,38.5,7.8,278,2017-07-18T22:15:00Z,2017
HL,4,2017-07-18T23:15:00Z,3,CMP 279,2.92,8.33,49.2,0.859,0.736,0.701,3.13,2.69,0.76,0.01,1.91,15.4,44.6,9.8,279,2017-07-18T23:15:00Z,2017
HL,5,2017-07-19T00:15:00Z,3,CMP 280,2.98,8.28,44.6,0.868,0.716,0.683,2.97,2.44,0.79,0.01,1.64,15.8,30.4,7,280,2017-07-19T00:15:00Z,2017
HL,6,2017-07-19T01:15:00Z,3,CMP 281,2.85,8.48,60.3,0.933,0.773,0.729,3.16,2.99,0.74,0.01,2.24,14.6,59,10.1,281,2017-07-19T01:15:00Z,2017
HL,7,2017-07-19T02:15:00Z,3,CMP 282,2.78,8.45,62.6,0.988,0.81,0.772,3.45,2.72,0.74,0.01,1.98,14.3,59.3,10.9,282,2017-07-19T02:15:00Z,2017
HL,8,2017-07-19T03:15:00Z,3,CMP 283,2.74,8.38,69.1,0.951,0.742,0.712,3.48,2.67,0.75,0.03,1.89,13.7,65.8,10.9,283,2017-07-19T03:15:00Z,2017
HL,9,2017-07-19T04:15:00Z,3,CMP 284,2.76,8.37,63.1,0.851,0.66,0.627,3.64,2.92,0.61,0.03,2.28,13,62.6,10.2,284,2017-07-19T04:15:00Z,2017
HL,10,2017-07-19T05:15:00Z,3,CMP 285,2.76,8.34,63,0.776,0.6,0.571,3.13,2.69,0.58,0.03,2.08,12.7,57.9,8.2,285,2017-07-19T05:15:00Z,2017
HL,11,2017-07-19T06:15:00Z,3,CMP 286,2.76,8.35,57.7,0.684,0.552,0.518,3.06,2.46,0.56,0.02,1.88,12,54.4,10.2,286,2017-07-19T06:15:00Z,2017
HL,12,2017-07-18T07:15:00Z,3,CMP 287,2.79,8.34,45.7,0.62,0.495,0.432,2.95,2.26,0.55,0.01,1.69,11.5,45,9.1,287,2017-07-18T07:15:00Z,2017
HL,13,2017-07-18T08:15:00Z,3,CMP 288,2.72,8.31,47.5,0.721,0.558,0.519,3.18,2.53,0.57,0.05,1.9,13.2,47,8.1,288,2017-07-18T08:15:00Z,2017
HL,14,2017-07-18T09:15:00Z,3,CMP 289,2.75,8.33,63.3,0.85,0.638,0.609,3.38,2.79,0.57,0.03,2.18,13.9,59.8,10.2,289,2017-07-18T09:15:00Z,2017
HL,15,2017-07-18T10:15:00Z,3,CMP 290,2.76,8.33,66.7,0.965,0.791,0.679,3.29,2.48,0.71,0.05,1.72,15.5,57,10.5,290,2017-07-18T10:15:00Z,2017
HL,16,2017-07-18T11:15:00Z,3,CMP 291,2.82,8.33,51.5,0.896,0.758,0.69,3.25,3.07,0.64,0.02,2.41,15.4,50.5,8.6,291,2017-07-18T11:15:00Z,2017
HL,17,2017-07-18T12:15:00Z,3,CMP 292,2.88,8.33,65.4,0.951,0.73,0.701,3.15,2.86,0.7,0.03,2.13,16.6,55.2,8.4,292,2017-07-18T12:15:00Z,2017
HL,18,2017-07-18T13:15:00Z,3,CMP 293,2.95,8.32,62.7,0.942,0.758,0.706,2.93,2.66,0.76,0.05,1.86,17.4,61.7,10.1,293,2017-07-18T13:15:00Z,2017
HL,19,2017-07-18T14:15:00Z,3,CMP 294,3.01,8.35,57.4,0.887,0.732,0.703,2.88,2.38,0.79,0.03,1.56,17,54.6,9.1,294,2017-07-18T14:15:00Z,2017
HL,20,2017-07-18T15:15:00Z,3,CMP 295,3.04,8.32,53.1,0.841,0.724,0.686,2.58,2.35,0.85,0.03,1.47,17.1,50.8,8.3,295,2017-07-18T15:15:00Z,2017
HL,21,2017-07-18T16:15:00Z,3,CMP 296,2.95,8.32,67.6,0.951,0.741,0.712,3.2,2.93,0.98,0.04,1.91,16.5,64.1,10.3,296,2017-07-18T16:15:00Z,2017
HL,22,2017-07-18T17:15:00Z,3,CMP 297,2.75,8.34,77.1,1.117,0.923,0.893,3.85,3.47,0.92,0.06,2.49,15.6,58.3,8.6,297,2017-07-18T17:15:00Z,2017
HL,23,2017-07-18T18:15:00Z,3,CMP 298,2.76,8.29,78.7,0.988,0.804,0.755,3.85,3.08,1.04,0.04,2.01,14.8,67.3,9.7,298,2017-07-18T18:15:00Z,2017
HL,24,2017-07-18T19:15:00Z,3,CMP 299,2.77,8.34,66.6,0.896,0.699,0.659,3.52,3.19,0.8,0.04,2.35,13.9,56.8,8.2,299,2017-07-18T19:15:00Z,2017
HL,1,2017-07-26T17:45:00Z,4,CMP 420,3.35,8.2,102,1.025,0.659,0.639,1.89,1.26,0.93,0.01,0.32,13.8,85.7,12,420,2017-07-26T17:45:00Z,2017
HL,2,2017-07-26T18:45:00Z,4,CMP 421,3.43,8.28,66,0.887,0.708,0.656,1.48,1.31,1.03,0,0.28,14.9,65.4,9.7,421,2017-07-26T18:45:00Z,2017
HL,3,2017-07-26T19:45:00Z,4,CMP 422,3.49,8.36,55.3,0.924,0.696,0.648,1.52,1.38,1.13,0.01,0.24,15.1,53,8.7,422,2017-07-26T19:45:00Z,2017
HL,4,2017-07-26T20:45:00Z,4,CMP 423,3.39,8.28,69.7,0.878,0.665,0.64,1.55,1.34,1.04,0.01,0.3,14.2,60.3,9.5,423,2017-07-26T20:45:00Z,2017
HL,5,2017-07-26T21:45:00Z,4,CMP 424,3.51,8.24,41.5,0.804,0.665,0.633,1.7,1.39,1.16,0.01,0.22,15.2,39.5,7.1,424,2017-07-26T21:45:00Z,2017
HL,6,2017-07-26T22:45:00Z,4,CMP 425,3.28,8.25,139,1.126,0.745,0.638,2.32,1.39,0.92,0.01,0.46,13.2,105,14.1,425,2017-07-26T22:45:00Z,2017
HL,7,2017-07-26T23:45:00Z,4,CMP 426,3.38,8.23,139,1.204,0.749,0.717,1.98,1.3,0.9,0.02,0.39,12.2,109,15.1,426,2017-07-26T23:45:00Z,2017
HL,8,2017-07-27T00:45:00Z,4,CMP 427,3.53,8.22,120,0.99,0.653,0.617,1.89,1.18,0.83,0.01,0.35,11.9,101.9,15.2,427,2017-07-27T00:45:00Z,2017
HL,9,2017-07-27T01:45:00Z,4,CMP 428,3.58,8.27,78.7,0.808,0.613,0.596,1.86,1.07,0.72,0.01,0.34,11.5,76,10.6,428,2017-07-27T01:45:00Z,2017
HL,10,2017-07-27T02:45:00Z,4,CMP 429,3.57,8.23,65.9,0.804,0.548,0.524,1.91,1.1,0.76,0.01,0.33,11.8,60.3,8.3,429,2017-07-27T02:45:00Z,2017
HL,11,2017-07-27T03:45:00Z,4,CMP 430,3.5,8.19,60.6,0.739,0.563,0.516,1.84,1.12,0.79,0.01,0.32,12,58.5,9.4,430,2017-07-27T03:45:00Z,2017
HL,12,2017-07-27T04:45:00Z,4,CMP 431,3.39,8.3,80.7,0.878,0.572,0.543,2.14,1.34,0.96,0.01,0.38,12.3,73.8,11.9,431,2017-07-27T04:45:00Z,2017
HL,13,2017-07-27T05:45:00Z,4,CMP 432,3.35,8.24,71.6,0.942,0.651,0.629,1.98,1.36,0.95,0.01,0.4,12.3,68.8,9.8,432,2017-07-27T05:45:00Z,2017
HL,14,2017-07-27T06:45:00Z,4,CMP 433,3.35,8.19,70.2,1.016,0.704,0.683,2.24,1.46,1.06,0.01,0.39,13.6,70.7,11,433,2017-07-27T06:45:00Z,2017
HL,15,2017-07-26T07:45:00Z,4,CMP 434,3.41,8.29,45.4,0.85,0.728,0.678,2.14,1.32,0.98,0,0.34,13.6,44.9,7.4,434,2017-07-26T07:45:00Z,2017
HL,16,2017-07-26T08:45:00Z,4,CMP 435,3.38,8.25,58.5,0.905,0.739,0.675,2.09,1.41,1.07,0,0.34,13.6,56,10.2,435,2017-07-26T08:45:00Z,2017
HL,17,2017-07-26T09:45:00Z,4,CMP 436,3.34,8.26,61.1,0.924,0.667,0.659,2.05,1.37,0.97,0.01,0.39,12.7,51.9,9.4,436,2017-07-26T09:45:00Z,2017
