Bottle,datetime,Site,ID,EC_uScm,pH,Turbidity_ntu,filter_mL,filter_g,60C_g,510C_g,Notes,Entered By,QA/QC,DOC_ppm,DOC_rep2,TN_ppm,TN_rep2,NO3_ppm,NO3_rep2,NH4_ppm,NH4_rep2,TP_ppm,TP_rep2,PO4_PPM,PO4_rep2,datetime_DLS,Yr
13,2018-06-12T09:45:00Z,FM,CMP 429,7.098,7.75,152,500,0.1249,0.1924,0.1845,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T09:45:00Z,2018
14,2018-06-12T10:45:00Z,FM,CMP 430,6.703,7.7,296,370,0.1276,0.233,0.2206,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T10:45:00Z,2018
15,2018-06-12T11:45:00Z,FM,CMP 431,5.295,7.65,727,310,0.11,0.3028,0.2809,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T11:45:00Z,2018
16,2018-06-12T12:45:00Z,FM,CMP 432,4.863,7.58,329,365,0.1232,0.2318,0.2192,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T12:45:00Z,2018
17,2018-06-12T13:45:00Z,FM,CMP 433,4.809,7.62,180,395,0.124,0.1946,0.186,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T13:45:00Z,2018
18,2018-06-12T14:45:00Z,FM,CMP 434,4.854,7.61,137,420,0.1255,0.1815,0.1741,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T14:45:00Z,2018
19,2018-06-12T15:45:00Z,FM,CMP 435,5.033,7.68,135,430,0.1282,0.1853,0.1772,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T15:45:00Z,2018
20,2018-06-12T16:45:00Z,FM,CMP 436,5.218,7.66,267,397,0.1195,0.2248,0.2119,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T16:45:00Z,2018
21,2018-06-12T17:45:00Z,FM,CMP 437,5.27,7.62,118,450,0.1243,0.1809,0.1727,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T17:45:00Z,2018
22,2018-06-12T18:45:00Z,FM,CMP 438,4.249,7.92,216,373,0.1216,0.2087,0.1986,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T18:45:00Z,2018
23,2018-06-12T19:45:00Z,FM,CMP 439,4.508,7.75,193,396,0.1203,0.1957,0.1862,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T19:45:00Z,2018
24,2018-06-12T20:45:00Z,FM,CMP 440,5.194,7.57,353,401,0.1324,0.1828,0.1745,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T20:45:00Z,2018
1,2018-06-12T22:30:00Z,SD,CMP 441,4.77,8.03,86.6,510,0.1165,0.1694,0.1632,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T22:30:00Z,2018
2,2018-06-12T23:30:00Z,SD,CMP 442,4.773,7.87,119,472,0.1191,0.1876,0.1797,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T23:30:00Z,2018
3,2018-06-13T00:30:00Z,SD,CMP 443,4.52,7.98,90.3,399,0.1167,0.1622,0.1569,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T00:30:00Z,2018
4,2018-06-13T01:30:00Z,SD,CMP 444,4.258,8,86,360,0.1132,0.1689,0.1626,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T01:30:00Z,2018
5,2018-06-13T02:30:00Z,SD,CMP 445,4.229,8.06,104,385,0.1195,0.1644,0.1585,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T02:30:00Z,2018
6,2018-06-13T03:30:00Z,SD,CMP 446,4.2,8,109,355,0.1252,0.1638,0.1585,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T03:30:00Z,2018
7,2018-06-13T04:30:00Z,SD,CMP 447,4.213,8,101,544,0.1253,0.1807,0.1734,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T04:30:00Z,2018
8,2018-06-13T05:30:00Z,SD,CMP 448,4.494,7.97,129,435,0.1245,0.1791,0.1721,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T05:30:00Z,2018
9,2018-06-13T06:30:00Z,SD,CMP 449,4.857,7.89,178,479,0.1338,0.202,0.1925,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T06:30:00Z,2018
10,2018-06-12T07:30:00Z,SD,CMP 450,5.261,7.93,212,420,0.1212,0.2045,0.1952,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T07:30:00Z,2018
11,2018-06-12T08:30:00Z,SD,CMP 451,5.691,7.84,163,437,0.1296,0.1814,0.1736,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T08:30:00Z,2018
12,2018-06-12T09:30:00Z,SD,CMP 452,6.131,7.99,104,426,0.1287,0.1681,0.1615,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T09:30:00Z,2018
13,2018-06-12T10:30:00Z,SD,CMP 453,6.239,7.79,89.6,513,0.1176,0.1706,0.1632,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T10:30:00Z,2018
14,2018-06-12T11:30:00Z,SD,CMP 454,5.308,7.52,74.3,540,0.1211,0.1618,0.1555,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T11:30:00Z,2018
15,2018-06-12T12:30:00Z,SD,CMP 455,4.641,7.98,89.4,440,0.1273,0.1704,0.1644,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T12:30:00Z,2018
16,2018-06-12T13:30:00Z,SD,CMP 456,4.329,7.78,100,382,0.1277,0.1633,0.1579,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T13:30:00Z,2018
17,2018-06-12T14:30:00Z,SD,CMP 457,4.334,7.89,106,366,0.124,0.163,0.1568,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T14:30:00Z,2018
18,2018-06-12T15:30:00Z,SD,CMP 458,4.45,7.9,122,330,0.1269,0.1648,0.1587,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T15:30:00Z,2018
19,2018-06-12T16:30:00Z,SD,CMP 459,4.531,7.92,150,343,0.1255,0.1715,0.1644,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T16:30:00Z,2018
20,2018-06-12T17:30:00Z,SD,CMP 460,4.688,7.75,190,328,0.1268,0.1789,0.1713,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T17:30:00Z,2018
21,2018-06-12T18:30:00Z,SD,CMP 461,4.687,7.76,179,358,0.1286,0.1808,0.1727,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T18:30:00Z,2018
22,2018-06-12T19:30:00Z,SD,CMP 462,4.298,7.8,190,376,0.1261,0.1865,0.178,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T19:30:00Z,2018
23,2018-06-12T20:30:00Z,SD,CMP 463,4.383,7.88,209,390,0.1288,0.193,0.184,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T20:30:00Z,2018
24,2018-06-12T21:30:00Z,SD,CMP 464,4.717,7.96,253,352,0.1247,0.1922,0.1833,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T21:30:00Z,2018
1,2018-06-12T21:00:00Z,HL,CMP 465,3.902,7.44,124,255,0.125,0.1731,0.1653,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T21:00:00Z,2018
2,2018-06-12T22:00:00Z,HL,CMP 466,3.961,7.94,90.1,446,0.1264,0.1644,0.1579,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T22:00:00Z,2018
3,2018-06-12T23:00:00Z,HL,CMP 467,3.953,7.89,69.2,548,0.1242,0.1598,0.1539,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T23:00:00Z,2018
4,2018-06-13T00:00:00Z,HL,CMP 468,3.907,7.9,64.7,553,0.1243,0.1595,0.1537,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T00:00:00Z,2018
5,2018-06-13T01:00:00Z,HL,CMP 469,3.81,7.92,56.8,614,0.1264,0.1587,0.1532,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T01:00:00Z,2018
6,2018-06-13T02:00:00Z,HL,CMP 470,3.687,7.98,63.5,550,0.1255,0.1594,0.1539,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T02:00:00Z,2018
7,2018-06-13T03:00:00Z,HL,CMP 471,3.66,8.13,75.7,549,0.1244,0.1635,0.1571,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T03:00:00Z,2018
8,2018-06-13T04:00:00Z,HL,CMP 472,3.672,8,54.5,553,0.129,0.1572,0.1521,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T04:00:00Z,2018
9,2018-06-13T05:00:00Z,HL,CMP 473,3.712,7.97,80,480,0.1274,0.1622,0.1568,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T05:00:00Z,2018
10,2018-06-13T06:00:00Z,HL,CMP 474,3.814,7.92,91.2,405,0.1254,0.1596,0.1541,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T06:00:00Z,2018
11,2018-06-12T07:00:00Z,HL,CMP 475,3.977,7.92,92.8,490,0.1276,0.1676,0.1615,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T07:00:00Z,2018
12,2018-06-12T08:00:00Z,HL,CMP 476,4.203,8.03,91.4,440,0.1259,0.1678,0.1612,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T08:00:00Z,2018
13,2018-06-12T09:00:00Z,HL,CMP 477,4.435,7.96,83.5,550,0.1268,0.1634,0.1575,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T09:00:00Z,2018
14,2018-06-12T10:00:00Z,HL,CMP 478,4.632,7.82,78.4,565,0.1244,0.1651,0.1587,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T10:00:00Z,2018
15,2018-06-12T11:00:00Z,HL,CMP 479,4.663,7.85,70,509,0.1242,0.1635,0.1575,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T11:00:00Z,2018
16,2018-06-12T12:00:00Z,HL,CMP 480,4.472,7.93,87.8,509,0.1266,0.173,0.1658,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T12:00:00Z,2018
17,2018-06-12T13:00:00Z,HL,CMP 481,4.146,7.88,136,410,0.1235,0.1699,0.1627,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T13:00:00Z,2018
18,2018-06-12T14:00:00Z,HL,CMP 482,3.885,7.92,152,380,0.1254,0.173,0.1653,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T14:00:00Z,2018
19,2018-06-12T15:00:00Z,HL,CMP 483,3.8,7.96,161,450,0.1263,0.1889,0.18,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T15:00:00Z,2018
20,2018-06-12T16:00:00Z,HL,CMP 484,3.797,7.88,122,450,0.127,0.1832,0.1746,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T16:00:00Z,2018
21,2018-06-12T17:00:00Z,HL,CMP 485,3.823,8.05,77.6,520,0.1275,0.1824,0.1743,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T17:00:00Z,2018
22,2018-06-12T18:00:00Z,HL,CMP 486,3.88,7.86,61.7,580,0.1292,0.1724,0.1654,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T18:00:00Z,2018
23,2018-06-12T19:00:00Z,HL,CMP 487,3.854,7.9,68.3,560,0.1269,0.1686,0.1622,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T19:00:00Z,2018
24,2018-06-12T20:00:00Z,HL,CMP 488,3.678,7.93,112,520,0.1255,0.1816,0.1737,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T20:00:00Z,2018
1,2018-06-12T20:30:00Z,PT,CMP 489,3.7,7.88,197,507,0.1244,0.1935,0.1835,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T20:30:00Z,2018
2,2018-06-12T21:30:00Z,PT,CMP 490,3.81,8.03,154,485,0.1255,0.1899,0.1811,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T21:30:00Z,2018
3,2018-06-12T22:30:00Z,PT,CMP 491,3.86,8.2,135,322,0.1248,0.1615,0.1556,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T22:30:00Z,2018
4,2018-06-12T23:30:00Z,PT,CMP 492,3.801,8.05,83.4,405,0.1284,0.1576,0.1524,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T23:30:00Z,2018
5,2018-06-13T00:30:00Z,PT,CMP 493,3.684,8.1,84.9,330,0.1262,0.1604,0.1548,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T00:30:00Z,2018
6,2018-06-13T01:30:00Z,PT,CMP 494,3.613,8.12,85.3,360,0.1244,0.1551,0.1498,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T01:30:00Z,2018
7,2018-06-13T02:30:00Z,PT,CMP 495,3.482,8.13,70.3,420,0.1262,0.1538,0.1492,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T02:30:00Z,2018
8,2018-06-13T03:30:00Z,PT,CMP 496,3.405,8.25,85.8,399,0.1248,0.157,0.1514,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T03:30:00Z,2018
9,2018-06-13T04:30:00Z,PT,CMP 497,3.57,8.08,92.3,340,0.1279,0.1519,0.1478,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T04:30:00Z,2018
10,2018-06-13T05:30:00Z,PT,CMP 498,3.691,8.07,138,315,0.1276,0.164,0.1583,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T05:30:00Z,2018
11,2018-06-13T06:30:00Z,PT,CMP 499,3.839,8,162,325,0.1252,0.1677,0.1615,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-13T06:30:00Z,2018
12,2018-06-12T07:30:00Z,PT,CMP 500,4.014,8.14,167,319,0.1268,0.1727,0.1655,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T07:30:00Z,2018
13,2018-06-12T08:30:00Z,PT,CMP 501,4.244,8.11,198,297,0.1254,0.1739,0.167,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T08:30:00Z,2018
14,2018-06-12T09:30:00Z,PT,CMP 502,4.363,7.94,134,333,0.1254,0.1655,0.1595,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T09:30:00Z,2018
15,2018-06-12T10:30:00Z,PT,CMP 503,4.399,7.97,103,400,0.1265,0.1643,0.159,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T10:30:00Z,2018
16,2018-06-12T11:30:00Z,PT,CMP 504,4.399,7.88,143,340,0.129,0.1716,0.1651,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T11:30:00Z,2018
17,2018-06-12T12:30:00Z,PT,CMP 505,4.093,7.82,253,314,0.1256,0.1921,0.1824,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T12:30:00Z,2018
18,2018-06-12T13:30:00Z,PT,CMP 506,3.804,7.84,298,334,0.1247,0.2021,0.1904,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T13:30:00Z,2018
19,2018-06-12T14:30:00Z,PT,CMP 507,3.622,7.9,204,360,0.1284,0.1879,0.1785,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T14:30:00Z,2018
20,2018-06-12T15:30:00Z,PT,CMP 508,3.421,7.92,204,340,0.1294,0.1713,0.1644,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T15:30:00Z,2018
21,2018-06-12T16:30:00Z,PT,CMP 509,3.202,7.91,90.3,332,0.1255,0.156,0.1504,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T16:30:00Z,2018
22,2018-06-12T17:30:00Z,PT,CMP 510,3.113,8.06,65.8,451,0.127,0.1609,0.1548,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T17:30:00Z,2018
23,2018-06-12T18:30:00Z,PT,CMP 511,3.12,8.11,65,465,0.1281,0.1568,0.1516,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T18:30:00Z,2018
24,2018-06-12T19:30:00Z,PT,CMP 512,3.61,7.95,208,370,0.1262,0.1834,0.1748,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-12T19:30:00Z,2018
1,2018-06-19T16:00:00Z,FM,CMP 513,5.671,7.62,72.7,507,0.1264,0.1619,0.156,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T16:00:00Z,2018
2,2018-06-19T17:00:00Z,FM,CMP 514,5.746,7.67,292,400,0.1284,0.2363,0.2228,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T17:00:00Z,2018
3,2018-06-19T18:00:00Z,FM,CMP 515,5.63,7.72,395,368,0.1263,0.2578,0.2427,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T18:00:00Z,2018
4,2018-06-19T19:00:00Z,FM,CMP 516,5.39,7.77,402,400,0.1256,0.2382,0.2249,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T19:00:00Z,2018
5,2018-06-19T20:00:00Z,FM,CMP 517,5.408,7.74,273,410,0.125,0.2598,0.2434,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T20:00:00Z,2018
6,2018-06-19T21:00:00Z,FM,CMP 518,5.514,7.94,363,400,0.1292,0.2203,0.2082,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T21:00:00Z,2018
7,2018-06-19T22:00:00Z,FM,CMP 519,5.6,7.76,193,409,0.1267,0.1983,0.1891,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T22:00:00Z,2018
8,2018-06-19T23:00:00Z,FM,CMP 520,5.509,7.76,754,313,0.1252,0.2696,0.2526,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T23:00:00Z,2018
9,2018-06-20T00:00:00Z,FM,CMP 521,5.176,7.81,302,400,0.1266,0.2147,0.2035,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T00:00:00Z,2018
10,2018-06-20T01:00:00Z,FM,CMP 522,5.077,7.88,253,305,0.1281,0.173,0.1656,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T01:00:00Z,2018
11,2018-06-20T02:00:00Z,FM,CMP 523,5.998,7.6,830,320,0.126,0.2303,0.2162,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T02:00:00Z,2018
12,2018-06-20T03:00:00Z,FM,CMP 524,6.47,7.69,859,320,0.1275,0.2409,0.2253,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T03:00:00Z,2018
13,2018-06-20T04:00:00Z,FM,CMP 525,6.515,7.72,426,330,0.1264,0.1977,0.1874,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T04:00:00Z,2018
14,2018-06-20T05:00:00Z,FM,CMP 526,6.562,7.61,422,315,0.1284,0.2381,0.2236,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T05:00:00Z,2018
15,2018-06-20T06:00:00Z,FM,CMP 527,6.397,7.56,666,340,0.1276,0.2982,0.277,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T06:00:00Z,2018
16,2018-06-19T07:00:00Z,FM,CMP 528,5.582,7.86,229,420,0.1292,0.2247,0.2125,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T07:00:00Z,2018
17,2018-06-19T08:00:00Z,FM,CMP 529,5.221,7.96,105,485,0.1262,0.1777,0.1704,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T08:00:00Z,2018
18,2018-06-19T09:00:00Z,FM,CMP 530,5.171,7.9,108,460,0.1262,0.1772,0.169,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T09:00:00Z,2018
19,2018-06-19T10:00:00Z,FM,CMP 531,5.166,8.02,280,260,0.1255,0.1994,0.1887,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T10:00:00Z,2018
20,2018-06-19T11:00:00Z,FM,CMP 532,5.276,7.88,313,320,0.1301,0.2236,0.2109,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T11:00:00Z,2018
21,2018-06-19T12:00:00Z,FM,CMP 533,5.757,7.79,722,340,0.1244,0.3126,0.2889,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T12:00:00Z,2018
22,2018-06-19T13:00:00Z,FM,CMP 534,5.931,7.83,398,350,0.1275,0.2465,0.2305,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T13:00:00Z,2018
23,2018-06-19T14:00:00Z,FM,CMP 535,5.972,7.83,302,485,0.133,0.243,0.2269,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T14:00:00Z,2018
24,2018-06-19T15:00:00Z,FM,CMP 536,5.672,7.97,379,350,0.1345,0.2486,0.232,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T15:00:00Z,2018
1,2018-06-19T17:15:00Z,SD,CMP 537,5.517,7.82,93.2,435,0.1286,0.1633,0.1569,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T17:15:00Z,2018
2,2018-06-19T18:15:00Z,SD,CMP 538,5.326,7.7,125,370,0.1244,0.1718,0.1643,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T18:15:00Z,2018
3,2018-06-19T19:15:00Z,SD,CMP 539,5.308,7.84,145,460,0.1275,0.1862,0.1769,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T19:15:00Z,2018
4,2018-06-19T20:15:00Z,SD,CMP 540,5.345,7.8,174,385,0.1259,0.184,0.1748,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T20:15:00Z,2018
5,2018-06-19T21:15:00Z,SD,CMP 541,5.493,7.93,149,340,0.1257,0.1719,0.1645,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T21:15:00Z,2018
6,2018-06-19T22:15:00Z,SD,CMP 542,5.594,7.82,189,395,0.1233,0.1864,0.1768,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T22:15:00Z,2018
7,2018-06-19T23:15:00Z,SD,CMP 543,5.517,7.83,126,340,0.1265,0.1675,0.1605,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-19T23:15:00Z,2018
8,2018-06-20T00:15:00Z,SD,CMP 544,5.051,7.86,192,395,0.1263,0.1917,0.1821,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T00:15:00Z,2018
9,2018-06-20T01:15:00Z,SD,CMP 545,5.494,7.88,238,400,0.1248,0.2005,0.1898,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T01:15:00Z,2018
10,2018-06-20T02:15:00Z,SD,CMP 546,6.111,7.85,230,400,0.1252,0.2,0.1896,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T02:15:00Z,2018
11,2018-06-20T03:15:00Z,SD,CMP 547,6.571,7.88,126,370,0.1259,0.1667,0.1602,NA,LF,CN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2018-06-20T03:15:00Z,2018
